,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ID,Name ID,Race,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Alignment  1,Alignment 2,Guest Character Identity,Guest Character Conditions?,Unknown,Level,Compendium,Unknown,Unknown,Unknown,Unknown,Basic Attack Hit,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,HP,MP,HP Growth,MP Growth,Strength,Vitality,Magic,Agility,Luck,Strength Growth,Vitality Growth,Magic Growth,Agility Growth,Luck Growth,Growth Total,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Guest Character,Unknown,Unknown,Unknown,Unknown,Compendium Cost Multiplier?,Unknown,Unknown,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10,Skill 11,Skill 12,Skill Level 1,Skill at Skill Level 1,Skill Level 2,Skill at Skill Level 2,Skill Level 3,Skill at Skill Level 3,Skill Level 4,Skill at Skill Level 4,Skill Level 5,Skill at Skill Level 5,Skill Level 6,Skill at Skill Level 6,Skill Level 7,Skill at Skill Level 7,Skill Level 8,Skill at Skill Level 8,Skill Level 9,Skill at Skill Level 9,Skill Level 10,Skill at Skill Level 10,Skill Level 11,Skill at Skill Level 11,Skill Level 12,Skill at Skill Level 12,Innate Skill,Phys,Fire,Ice,Elec,Force,Light,Dark,Almighty,Poison,Vertigo,Confusion,Charm,Sleep,Seal,Stray,Burn,Freeze,Shock,Laceration,Stone,Mirage,Mud,Recv00,Recv01,Recv02,Recv03,Recv04,Recv05,PotPhys,PotFire,PotIce,PotElec,PotForce,PotLight,PotDark,PotAlmighty,PotAilment,PotSupport,PotHeal,Recovery NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Titania,683,51,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,95,0,0,1,1,0,98,0,5,100,70,100,51,8066,9999,18,25,52,56,94,69,86,13,16,28,21,22,100,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_SummerDream (622),100,125,100,100,100,Null (0),50,100,40,100,40,40,20,40,100,100,100,100,100,100,20,100,100,100,100,100,100,100,-4,0,0,3,0,0,0,0,0,1,3,3,0,0,120,0,120,0
Sarasvati,684,24,3 (Megami),0,1,0,0,0,1,2 (Light),1 (Neutral),0,0,0,95,0,0,1,1,0,98,0,5,100,70,100,24,7816,9999,18,25,56,52,99,73,82,13,16,28,21,22,100,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_VinaRaga (579),100,125,Null (0),100,100,100,125,100,40,100,20,Null (0),40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,-4,3,0,0,0,0,0,2,2,0,0,0,0,120,0,120,0
Yatagarasu,685,280,4 (Avian),0,1,0,0,0,1,2 (Light),4 (Law),0,0,0,95,0,0,1,1,0,98,0,5,100,70,100,280,8527,9999,19,23,69,65,86,94,65,17,18,15,26,24,100,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_Helmsman (654),100,100,100,100,50,Null (0),125,100,40,100,40,125,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,0,0,0,2,4,-7,0,0,2,2,2,0,0,120,0,120,0
Ganesha,686,221,11 (Wargod),0,1,0,0,0,1,2 (Light),1 (Neutral),0,0,0,95,0,0,1,1,0,98,0,5,100,70,100,221,10300,9999,25,17,94,99,52,99,52,23,28,16,15,18,100,5,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_DivineBenevolence (598),50,100,100,125,Null (0),100,125,100,125,100,20,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,3,0,0,-6,1,0,0,0,0,4,0,0,0,0,120,0,120,0
Kumbhanda,687,342,35 (Haunt),0,1,0,0,0,1,3 (Dark),5 (Chaos),0,0,0,95,0,0,1,1,0,98,0,5,100,70,100,342,9702,9999,21,20,99,86,56,86,69,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_HoneyTrap_PassivePart (688),100,100,100,125,Null (0),100,50,100,20,100,20,20,40,40,100,100,100,100,100,100,125,100,100,100,100,100,100,100,3,0,0,-5,0,0,2,0,2,0,0,0,0,0,120,0,120,0
Fafnir,688,116,34 (Drake),0,1,0,0,0,1,3 (Dark),5 (Chaos),0,0,0,95,0,0,1,1,0,98,0,5,100,70,100,112,10126,9999,23,18,82,94,73,65,73,28,23,14,18,17,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_VirusCarrier (637),50,100,125,125,100,100,100,100,Null (0),100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,4,0,-3,-3,0,0,0,0,3,0,0,0,0,0,120,0,120,0
Mada,689,231,7 (Vile),0,1,0,0,0,1,3 (Dark),4 (Law),0,0,0,95,0,0,1,1,0,98,0,5,100,70,100,231,9952,9999,21,20,73,90,77,60,77,20,21,20,19,20,100,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_AiledResurgence (619),100,Drain (1000),125,100,100,100,Null (0),100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,3,5,-4,0,0,0,0,-3,0,2,3,3,0,0,120,0,120,0
Sraosha,690,244,2 (Herald),0,1,0,0,0,1,2 (Light),4 (Law),0,0,0,95,0,0,1,1,0,98,0,5,100,70,100,246,8816,9999,18,25,90,69,90,77,60,13,16,28,21,22,100,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_LightGestalt (651),100,100,50,50,125,Null (0),100,100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,0,0,0,-5,5,0,2,0,0,3,3,0,0,120,0,120,0
Hariti,691,195,24 (Lady),0,1,0,0,0,1,2 (Light),5 (Chaos),0,0,0,95,0,0,1,1,0,98,0,5,100,70,100,195,8316,9999,18,25,77,60,86,82,94,13,16,28,21,22,100,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_UnendingNightmare (662),100,100,100,100,125,100,Null (0),100,40,100,40,40,20,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,0,0,0,-2,0,2,0,2,0,3,3,0,0,120,0,120,0
Kaiwan,692,66,31 (Night),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,95,0,0,1,1,0,98,0,5,100,70,100,72,9027,9999,19,23,60,73,90,90,77,17,18,15,26,24,100,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_DarkStar (583),100,100,100,100,100,125,Null (0),100,40,100,40,40,40,20,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,0,0,0,0,-3,3,0,1,2,0,0,0,0,120,0,120,0
Macabre,693,326,21 (Jaki),0,1,0,0,0,1,3 (Dark),1 (Neutral),0,0,0,95,0,0,1,1,0,98,0,5,100,70,100,326,9376,9999,23,18,86,82,60,82,99,28,23,14,18,17,100,5,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_Trickery (630),100,100,100,100,100,125,Null (0),100,Null (0),100,20,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,1,0,0,0,0,-3,1,0,5,0,0,0,0,0,120,0,120,0
Jack Frost,694,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,695,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,696,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,697,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,698,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,699,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,31,64,19,23,4,4,3,6,5,17,18,15,26,24,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,700,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,40,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,5,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Marakukaja (125),Skill_Dekunda (137),Skill_Mediarama (101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,4,4,4,0,0,120,0,120,0
Jack Frost,701,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,40,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Marakunda (135),Skill_Dekaja (127),Skill_Mediarama (101),Skill_MePatra (108),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,4,4,4,0,0,120,0,120,0
Jack Frost,702,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,31,64,19,23,4,4,3,6,5,17,18,15,26,24,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,703,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,704,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Mandrake,705,45,6 (Yoma),0,1,1,0,0,1,1 (Neutral),4 (Law),0,0,0,7,0,0,1,1,0,98,0,5,100,70,100,45,88,9999,19,23,4,5,4,6,7,17,18,15,26,24,100,5,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_WardOffEvil (610),100,125,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,300,100,100,100,100,100,100,100,0,-3,0,1,0,0,0,0,3,0,1,1,0,0,120,0,120,0
Onmoraki,706,290,8 (Raptor),0,1,0,0,0,1,3 (Dark),4 (Law),0,0,0,99,0,0,1,1,0,98,0,5,100,70,100,290,817,9999,21,20,80,72,84,76,48,20,21,20,19,20,100,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FieryMelody (591),100,Null (0),125,100,125,Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,125,100,100,100,100,100,100,100,0,2,-3,0,0,0,1,0,0,0,0,0,0,0,120,0,120,0
Agathion,707,44,6 (Yoma),0,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,14,0,0,1,1,0,98,0,5,100,70,100,44,199,9999,18,25,8,11,16,14,14,13,16,28,21,22,100,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_ThunderousMelody (593),100,50,125,50,100,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,-4,2,0,0,0,0,2,0,0,0,0,0,120,0,120,0
Cait Sith,708,140,18 (Beast),1,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,14,0,0,1,1,0,98,0,5,100,70,100,140,210,9999,21,20,12,12,13,14,11,20,21,20,19,20,100,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_PawtoPawCombat (564),100,100,100,50,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,1,-3,0,0,0,0,1,1,1,0,0,120,0,120,0
Aitvaras,709,114,34 (Drake),0,1,0,1,1,1,3 (Dark),5 (Chaos),0,0,0,17,0,0,1,1,0,98,0,5,100,70,100,114,194,9999,19,23,13,13,15,19,17,17,18,15,26,24,100,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FireGestalt (647),100,Null (0),125,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,2,-3,0,0,0,0,0,1,0,0,0,0,0,120,0,120,0
Leanan Sidhe,710,305,28 (Femme),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,18,0,0,1,1,0,98,0,5,100,70,100,305,207,9999,18,25,8,9,9,10,11,13,16,28,21,22,100,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_BurdenofTalent (589),100,100,100,100,125,125,Null (0),100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-1,0,0,0,-3,-2,3,0,3,0,2,2,0,0,120,0,120,0
Preta,711,345,35 (Haunt),0,1,0,1,0,1,3 (Dark),5 (Chaos),0,0,0,7,0,0,1,1,0,98,0,5,100,70,100,345,84,9999,21,20,8,9,8,8,8,20,21,20,19,20,100,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FocusedAssault (656),100,125,100,100,125,125,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,0,0,0,0,-3,3,0,0,0,-1,-1,0,0,120,0,120,0
Daemon,712,317,29 (Brute),1,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,11,0,0,1,1,0,98,0,5,100,70,100,317,128,9999,21,20,13,11,14,12,10,20,21,20,19,20,100,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_DarkEnhancer (605),100,50,100,125,100,125,Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,2,0,0,0,-4,2,0,0,0,0,0,0,0,120,0,120,0
Preta,713,345,35 (Haunt),0,1,0,1,0,1,3 (Dark),5 (Chaos),0,0,0,99,0,0,1,1,0,98,0,5,100,70,100,345,767,9999,21,20,96,72,68,64,60,20,21,20,19,20,100,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FocusedAssault (656),100,125,Null (0),100,125,125,Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,0,1,0,0,-3,3,0,0,0,-1,-1,0,0,120,0,120,0
Angel,714,259,5 (Divine),1,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,12,0,0,1,1,0,98,0,5,100,70,100,259,182,9999,18,25,7,9,18,13,14,13,16,28,21,22,100,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_BlessedMelody (595),100,100,100,100,125,Null (0),125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,-3,3,-5,0,0,2,2,2,0,0,120,0,120,0
Tsuchigumo,715,331,19 (Jirae),0,1,0,0,1,1,1 (Neutral),1 (Neutral),0,0,0,16,0,0,1,1,0,98,0,5,100,70,100,331,235,9999,25,17,15,21,17,11,13,23,28,16,15,18,100,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_Forager (532),100,100,125,50,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,0,0,2,0,0,0,0,0,0,-2,-2,0,0,120,0,120,0
Zhen,716,288,8 (Raptor),0,1,1,0,1,1,3 (Dark),4 (Law),0,0,0,15,0,0,1,1,0,98,0,5,100,70,100,288,116,9999,19,23,12,11,10,17,16,17,18,15,26,24,100,5,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_DeathlyAffliction (587),100,125,100,100,100,100,50,100,50,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,0,-3,0,0,0,0,0,0,3,1,0,0,0,0,120,0,120,0
Mokoi,717,69,31 (Night),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,17,0,0,1,1,0,98,0,5,100,70,100,69,202,9999,21,20,14,14,16,14,13,20,21,20,19,20,100,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_CompoundedCalamity (588),100,100,100,50,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,2,-3,0,0,0,1,-1,0,0,0,0,120,0,120,0
Sudama,718,335,19 (Jirae),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,13,0,0,1,1,0,98,0,5,100,70,100,335,213,9999,21,20,5,6,3,6,5,20,21,20,19,20,100,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_VirusCarrier (637),100,125,125,100,Null (0),100,100,100,100,100,50,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,-3,-2,0,3,0,0,0,2,0,0,0,0,0,120,0,120,0
Obariyon,719,344,35 (Haunt),0,1,0,0,1,1,3 (Dark),5 (Chaos),0,0,0,16,0,0,1,1,0,98,0,5,100,70,100,344,190,9999,19,23,12,12,10,19,17,17,18,15,26,24,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_PhysGestalt (646),100,100,125,50,100,125,Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,0,-3,0,0,0,0,0,1,0,1,1,0,0,120,0,120,0
Ippon-Datara,720,316,29 (Brute),1,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,17,0,0,1,1,0,98,0,5,100,70,100,316,644,9999,25,17,9,15,9,9,10,23,28,16,15,18,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_OneFootHop (615),100,50,100,100,100,125,100,100,125,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,2,0,0,0,0,-3,0,0,-1,2,0,0,0,0,120,0,120,0
Succubus,721,65,31 (Night),1,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,40,0,0,1,1,0,98,0,5,100,70,100,325,1084,9999,18,25,18,20,40,30,34,13,16,28,21,22,100,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_Allure (534),100,50,Null (0),100,100,125,100,100,40,100,40,Null (0),Null (0),40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,0,4,0,0,-5,0,0,4,1,0,0,0,0,120,0,120,0
Muu Shuwuu,722,289,8 (Raptor),0,1,0,0,0,1,3 (Dark),4 (Law),0,0,0,40,0,0,1,1,0,98,0,5,100,70,100,28,1184,9999,18,25,17,22,41,32,28,13,16,28,21,22,100,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_VinylBomb_PassivePart (689),100,125,100,100,Null (0),100,100,100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,-3,0,0,3,0,0,0,0,2,1,1,0,0,120,0,120,0
Kumbhanda,723,342,35 (Haunt),0,1,0,0,0,1,3 (Dark),5 (Chaos),0,0,0,40,0,0,1,1,0,98,0,5,100,70,100,194,1366,9999,21,20,30,26,29,28,26,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_HoneyTrap_PassivePart (688),100,100,100,125,Null (0),100,50,100,20,100,20,20,40,40,100,100,100,100,100,100,125,100,100,100,100,100,100,100,3,0,0,-5,0,0,2,0,2,0,0,0,0,0,120,0,120,0
Senri,724,130,13 (Holy),0,1,0,0,0,1,2 (Light),1 (Neutral),0,0,0,42,0,0,1,1,0,98,0,5,100,70,100,330,1368,9999,19,23,30,22,32,29,35,17,18,15,26,24,100,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_PawtoPawCombat (564),100,100,100,125,50,Null (0),100,100,40,100,40,Null (0),40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,0,0,-3,2,0,0,-2,2,0,2,2,0,0,120,0,120,0
Dormarth,725,141,22 (Wilder),0,1,0,0,0,1,3 (Dark),1 (Neutral),0,0,0,42,0,0,1,1,0,98,0,5,100,70,100,42,1568,9999,19,23,31,25,27,34,32,17,18,15,26,24,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_DeathsDoor_PassivePart (686),100,100,100,100,125,50,Null (0),100,20,100,20,20,40,40,100,100,100,100,100,100,20,100,100,100,100,100,100,100,3,0,0,0,-3,0,1,0,2,0,-3,-3,0,0,120,0,120,0
Orthrus,726,135,18 (Beast),1,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,43,0,0,1,1,0,98,0,5,100,70,100,318,836,9999,23,18,42,32,21,34,22,28,23,14,18,17,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FaithfulCompanion (655),100,Null (0),125,100,100,100,50,100,125,100,20,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,3,3,-5,0,0,0,0,0,0,1,-2,-2,0,0,120,0,120,0
